Id,Name,Alt_Name,Family,Birth_Date,Death_Date,Earliest_Citation_Date,Latest_Citation_Date,Office Association,Office_Titles,Family_Relation_Type_Note,Family_Relation_Type,Family_Relation_Name,Office_Start_1,Office_End_1,Office_Start_2,Office_End_2,Regions_1,Regions_2,Note,Source (Secondary),Source (Primary)
87,Zuan Straza,Giovanni Straza,Straza,,,1516,1516,Venetian Diplomatic Courier,Courier,,,,,,,,Veneto,Venice,,"Sanudo, Marino. I diarii di Marino Sanuto. Edited by Rinaldo Fulin, et al. Venice: F. Visentini, 1889.",
88,Francesco de Tassis,Franz von Taxis; Francesco Tasso,Tassis,1459,1517,1459,1517,Imperial Post,Postmaster General,,,,,,,,Lombardy,,,"Tarcisio Bottani, Gianfranco Lazzarini, et al., Genealogia Tasso (Bergamo, Italy: Santini Pubblicità, July 2007), https://www.museodeitasso.com/export /sites/default/documenti/albero-genealogico-casato-tasso.pdf.; I Tasso e le poste d’Europa, ed. Tarcisio Bottani (Bergamo, Italy: Corponove, 2012)",
89,Janetto Tasso,Zanetti Tasso,Tassis,,1517,1489,1517,Papal Post;Imperial Post of Tyrol (Innsbruck),Courier;Postmaster,,,,1470,,1489,1506,Lombardy,,,"Tarcisio Bottani, Gianfranco Lazzarini, et al., Genealogia Tasso (Bergamo, Italy: Santini Pubblicità, July 2007), https://www.museodeitasso.com/export /sites/default/documenti/albero-genealogico-casato-tasso.pdf.",
90,Sir Thomas Spinelly,Thoma Spinelle;Tommaso Spinelli,Spinelli,,1520,1509,1517,,British Resident in Brussels/Burgundian Court;British Ambassador to Charles in Spain,"Nephew of banking firm head, Philip Gualterott; Brother as chaplain to Pope, brother present in Lyon; vocal anti-French policies; active agent of Cardinal Wolsey, falls into disfavor post Treaty of Brussels; wrote often with info re Tassis, not in ODNB",Nephew,Philip Gualterott,1514,1517,1517,1520,England;Netherlands;Spain,Brussels;Valladolid;London,"Nephew of banking firm head, Philip Gualterott; Brother as chaplain to Pope, brother present in Lyon; vocal anti-French policies; active agent of Cardinal Wolsey, falls into disfavor post Treaty of Brussels; wrote often with info re Tassis, not in ODNB","Behrens, Betty. “The Office of the English Resident Ambassador: Its Evolution as Illustrated by the Career of Sir Thomas Spinelly, 1509–22.” Transactions of the Royal Historical Society 16 (1933): 161–95. https://doi.org/10.2307/3678668.",
91,Dorothea Luytvoldi,,Tassis,,,1517,1517,,,Wife of Francesco Tassis,Spouse,Francesco Tassis,,,,,,,Wife of Francesco Tassis,"Behringer, Wolfgang. Thurn und Taxis: Die Geschichte ihrer Post und ihrer Unternehmen. Munich: Piper, 1990.",
92,Maffeo,,,,,1517,1517,Venetian Diplomatic Courier,Courier,,,,,,,,Veneto,Venice,,"Sanudo, Marino. I diarii di Marino Sanuto. Edited by Rinaldo Fulin, et al. Venice: F. Visentini, 1889.",
93,Zuan Villani,Giovanni Villani,Villani,,,1517,1517,Venetian Diplomatic Courier,Courier,,,,,,,,Veneto,Venice,,"Sanudo, Marino. I diarii di Marino Sanuto. Edited by Rinaldo Fulin, et al. Venice: F. Visentini, 1889.",
94,Leonardo Tasso,Leonardo Tasso di Roma,Tassis,,1518,1500,1518,Spanish Post in Rome,Postmaster,,,,1500,1507,1507,1518,Lombardy,,,"Tarcisio Bottani, Gianfranco Lazzarini, et al., Genealogia Tasso (Bergamo, Italy: Santini Pubblicità, July 2007), https://www.museodeitasso.com/export /sites/default/documenti/albero-genealogico-casato-tasso.pdf.; I Tasso e le poste d’Europa, ed. Tarcisio Bottani (Bergamo, Italy: Corponove, 2012)",
95,Falconetto,,Falconetto,,,1516,1518,Venetian Diplomatic Courier,Courier,,,,,,,,Veneto,Venice,,"Sanudo, Marino. I diarii di Marino Sanuto. Edited by Rinaldo Fulin, et al. Venice: F. Visentini, 1889.",
96,Caterina Fontana,Caterina Tassis,Tassis,,,1518,1518,,,Wife of Leonardo Tassis,Spouse,Leonardo Tassis,,,,,,,"Second wife, mentioned as surviving in will",,
97,Cornelia Tassis,,Tassis,,,1518,1518,,,"Daughter of Simone Tassis, Diamanta",Child,Simone Tassis,,,,,Lombardy,Milan,Daughter by mistress Diamanta,,
98,Diamanta de Mirandula,Diamanta de Folchieriis,Mirandula,,,1518,1518,,,Mistress of Simone Tassis,Mistress,Simone Tassis,,,,,,,Present at will of Leonardo Tassis,,
99,Lorenzo Malcontento,,Malcontento,,,1518,1518,Venetian Diplomatic Courier,Courier,,,,,,,,Veneto,Venice,,"Sanudo, Marino. I diarii di Marino Sanuto. Edited by Rinaldo Fulin, et al. Venice: F. Visentini, 1889.",
100,Rachele Tassis,,Tassis,,,1518,1518,,,"Daughter of Simone Tassis, Diamanta",Child,Simone Tassis,,,,,Lombardy,Milan,Daughter by mistress Diamanta,,
101,Gabriele Sandri,Gabriele Tasso,Tassis,,c.1536,1478,1519,Papal Post;State in Bergamo,Postmaster;Councilor,"Son of Domenico Tasso, nephew of Cristoforo and Agostino",Child,Domenico Tasso,,[1507],,,Lazio,Rome,"Son of Domenico Tasso, nephew of Cristoforo and Agostino",,Tass.D.7.13
102,Pietro Rizzo,,Rizzo,,1519,1507,1519,Venetian Company of Couriers in Rome,Postmaster,,,,1507,1519,,,Veneto;Lazio,Venice;Rome,Elected to replace Agostino and Gabriele Sandri,,
103,Lorenzo de Tassis,Laurenzo Tassis,Tassis,,,1516,1519,Venetian Company of Couriers in Rome,Postmaster,,,,1519,,,,Veneto;Lazio,Venice;Rome,"Could this be the same as Lorenzo Tassis, postmaster in Trent?",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 62"
104,Hieronimus Benzoni,Gerolamo Benzoni,Benzon,,,1519,1519,Venetian Company of Couriers,Courier,,,,,,,,Veneto,Venice,,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 21"
105,Jacobus Faber,,Faber,,,1519,1519,Venetian Company of Couriers,Courier;Gastaldo,,,,,,,,Veneto,Venice,,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 21"
106,Joannes Bressan,Jaonnes Brixianus,Bresan,,,1519,1519,Venetian Company of Couriers,Courier,,,,,,,,Veneto,Venice,,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 21"
107,Martin Bestia,,Bestia,,,1519,1519,Venetian Diplomatic Courier,Courier,,,,,,,,Veneto,Venice,,"Sanudo, Marino. I diarii di Marino Sanuto. Edited by Rinaldo Fulin, et al. Venice: F. Visentini, 1889.",
108,Aloisius de Sanctis,de Santi,de Sanctis,,,1506,1520,Venetian Company of Couriers,Magister Cursorum,"Son of Joannes de Sanctis, likely father or brother of Aloisius de Sanctis",Child,Joannes de Sanctis,,1520,,,Veneto,Venice,"Son of Joannes de Sanctis, likely father or brother of Aloisius de Sanctis",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, I.1"
109,Ambroso,Ambrogio; Ambroxin?,Ambroso,,,1516,1520,Venetian Diplomatic Courier,Courier,,,,,,,,Veneto,Venice,"""svalisato da quelli dil signo Lodovico da Bozolo""; may be same as ""Ambroxin"" mentioned in 1520 as ""corier di Roma""","Sanudo, Marino. I diarii di Marino Sanuto. Edited by Rinaldo Fulin, et al. Venice: F. Visentini, 1889.",
110,Alvise de Sancti,de Santi,de Sanctis,,,1520,1520,Venetian Company of Couriers,Magister Cursorum,Likely son or brother of Aloisius de Sanctis,Family,Aloisius de Sanctis,,1520,,,Veneto,Venice,Likely son or brother of Aloisius de Sanctis,,
111,Alvise di Sandri,,Sandri,,,1520,1520,Venetian Company of Couriers,Courier,,,,,,,,Veneto,Venice,,,
112,Giovanni Pasqualigo,,Pasqualigo,,1520,1520,1520,Venetian Diplomatic Courier,Courier,,,,,,,,Veneto,Venice,Dies in hostaria in Castel di Santa Maria,"Sanudo, Marino. I diarii di Marino Sanuto. Edited by Rinaldo Fulin, et al. Venice: F. Visentini, 1889.",
113,Luigi Tasso,,Tassis,,1520,1520,1520,Church of Bergamo,Monk,Buried in Bergamo Santo Spirito; uncle of Torquato Tasso (?),,,,,,,Lombardy,Bergamo,Buried in Bergamo Santo Spirito; uncle of Torquato Tasso (?),,
114,Zuan Gamba,Giovanni Gamba,Gamba,,,1520,1520,Venetian Diplomatic Courier,Courier,"stripped of office for faking own assault in scheme to steal 2000 ducats of Fugger money, likely father or male relative of Pellegrino Gamba; May be the Gamba or relation who breaks leg in 1517 in Sanudo, Marino. I diarii di Marino Sanuto. Edited by Rinaldo Fulin, et al. Venice: F. Visentini, 1889.",Family,Pellegrino Gamba,,1520,,,Veneto,Venice,"stripped of office for faking own assault in scheme to steal 2000 ducats of Fugger money, likely father or male relative of Pellegrino Gamba; May be the Gamba or relation who breaks leg in 1517 in Sanudo, Marino. I diarii di Marino Sanuto. Edited by Rinaldo Fulin, et al. Venice: F. Visentini, 1889.","Sanudo, Marino. I diarii di Marino Sanuto. Edited by Rinaldo Fulin, et al. Venice: F. Visentini, 1889.",
115,Manfredo,Manfrè,Manfredo,,,1520,1521,Venetian Diplomatic Courier,Courier,,,,,,,,Veneto,Venice,"described as ""corier di Roma""","Sanudo, Marino. I diarii di Marino Sanuto. Edited by Rinaldo Fulin, et al. Venice: F. Visentini, 1889.",
116,Baviera,,Baviera,,,1521,1521,Venetian Diplomatic Courier,Courier,,,,,,,,Veneto,Venice,Rewarded for bringing news to Pope?,"Sanudo, Marino. I diarii di Marino Sanuto. Edited by Rinaldo Fulin, et al. Venice: F. Visentini, 1889.",
117,Bartholomeo del Vantaggio,Bartolomeo Vantaggio,Vantaggio,,,1513,1522,Papal Post,Magister Cursorum,,,,,,,,Tuscany;Lazio,Rome;Florence,"Builds postal line in 1513, cedes to Tassis by 1522","Beck, Wilhelm. “Ursprung und Ende der fremden Posten in Rom.” Archiv für das Post- und Fernmeldewesen, no. 1–7 (1959): 564–588.",
118,Davide Tasso,,Tassis,,,1522,1522,Imperial Post of the Tyrol (Trento),Postmaster,,,,1522,,,,Trentino,,,"Benucci, Franco, and Adriano Cattani. 2003. La Fraglia Dei Portalettere E I Corrieri a Padova : Pagine E Documenti Di Storia Veneta. 1a ed. Padova: Elzeviro.",
119,Dirk van Heeze,,Heeze,,,1522,1522,Papal Post,,,,,,,,,Lazio;Netherlands,Leuven;Rome,Involved in reform of papal posts,"Beck, Wilhelm. “Ursprung und Ende der fremden Posten in Rom.” Archiv für das Post- und Fernmeldewesen, no. 1–7 (1959): 564–588.",
120,Martin von Paar,,Paar,,,1522,1522,Austrian Post (Bratislava),Postmaster,,,,,,,,Austria;HRE,Bratislava,Early Von Paar postmaster,"Nevio Basezzi, “I Paar, de Parre ai confini
dell’Europa. La storia postale europea tra Tasso e Paar,” Quaderni Brembani, 11 (2013): 94–
101.",
121,Caterina Tassis,Catarina Tassis,,,,1515,1523,,,Daughter of Janetto Tassis; marries Antonio Tassis of Augsburg;Wife of Antonio Tassis,Spouse,Antonio Tassis,,,1523,,,,"Mentioned as surviving in will, given dowry of 1k Rheingulden; marries Antonio Tassis of Augsburg","Migliavacca, Giorgio, and Tarcisio Bottani. Simone Tasso e le poste di Milano nel Rinascimento. Bergamo, Italy: Museo dei Tasso e della Storia Postale and Corponove, 2007.",
122,Zuan Maria,Giovanni Maria,Maria,,,1520,1524,Venetian Diplomatic Courier,Courier,,,,,,,,Veneto,Venice,"""dazier di Citadela dil 1511""","Sanudo, Marino. I diarii di Marino Sanuto. Edited by Rinaldo Fulin, et al. Venice: F. Visentini, 1889.",
123,Francesco de Zogia,,Zogia,,,1524,1524,Venetian Company of Couriers,Courier,,,,1524,,,,Veneto,Venice,Appointed 1524 Sept 5,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
124,Jakob Fugger,,Fugger,1459,1525,1459,1525,Fugger Firm,Head of Fugger Business,,,,,1525,,,Germany,Augsburg,,,
125,Luigi de Tassis,,Tassis,,1525,1508,1525,Venetian Company of Couriers,Courier,Son of Guarisco Tassis,Child,Guarisco Tassis,,,,,Veneto,Venice,Married to Cristina Raspis,"Tarcisio Bottani, Gianfranco Lazzarini, et al., Genealogia Tasso (Bergamo, Italy: Santini Pubblicità, July 2007), https://www.museodeitasso.com/export /sites/default/documenti/albero-genealogico-casato-tasso.pdf.; Da Cornello all'Europa",
126,Antonio Rosso,,Rosso,,,1525,1525,Venetian Company of Couriers,Courier,,,,1525,,,,Veneto,Venice,Appointed 1525 April 19,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
127,Domenego Bernardoni,,Bernardoni,,,1525,1525,Venetian Company of Couriers,Courier,"Appointed 1525 April 19; ""Fratello de Valente de Bernardoni per anno uno""",Sibling,Valente de Bernardoni,1525,,,,Veneto,Venice,"Appointed 1525 April 19; ""Fratello de Valente de Bernardoni per anno uno""",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
128,Francesco Naranser,,Naranzer,,,1525,1525,Venetian Company of Couriers,Courier,,,,1525,,,,Veneto,Venice,Appointed 1525 April 19,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
129,Petrum Trastolli,Pietro Trastolli,Trastolli,,,1525,1525,Papal Cursores,Papal Cursor,,,,,,,,Lazio,Rome,,"Bullarum Diplomatum et Privilegiorum Sanctorum Romanorum Pontificum, Taurinensis Editio",
130,Antonio Brexan,,Bresan,,,1526,1526,Venetian Company of Couriers,Courier,,,,1526,,,,Veneto,Venice,"""Fu posto, per li Consieri, che atenlo Gotardo Brexan e Pasinelo corieri moriseno per slraco, per la Signoria nostra li fo concesso a Antonio fradello dii ditto Gotardo e Meiora fiol dii ditto Pasinelo expedalive di esser corieri in loco di pri¬ mi vacanti""","Sanudo, Marino. I diarii di Marino Sanuto. Edited by Rinaldo Fulin, et al. Venice: F. Visentini, 1889.",
131,Benedetto,Benetto,Benedetto,,,1526,1526,Venetian Company of Couriers,Courier,,,,,,,,Veneto,Venice,,"Sanudo, Marino. I diarii di Marino Sanuto. Edited by Rinaldo Fulin, et al. Venice: F. Visentini, 1889.",
132,Busbaco,,Busbaco,,,1526,1526,Imperial Diplomatic Courier,Courier,,,,,,,,Lombardy,Milan,"""Scrive di uno corrier di quela Maestà chiamato Busbaco""","Sanudo, Marino. I diarii di Marino Sanuto. Edited by Rinaldo Fulin, et al. Venice: F. Visentini, 1889.",
133,Gabriel Luppo,,Luppo,,,1526,1526,Venetian Company of Couriers,Courier,,,,,1526,,,Veneto,Venice,Replaced by Antonio detto Rosso,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
134,Giermo de Zuanne,,Zuanne,,,1526,1526,Venetian Company of Couriers,Courier,,,,,1526,,,Veneto,Venice,Replaced by Gier.mo de Zuanne,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
135,Gotardo Brexan,,Bresan,,1526,1526,1526,Venetian Company of Couriers,Courier,,,,,1526,,,Veneto,Venice,"""Fu posto, per li Consieri, che atenlo Gotardo Brexan e Pasinelo corieri moriseno per slraco, per la Signoria nostra li fo concesso a Antonio fradello dii ditto Gotardo e Meiora fiol dii ditto Pasinelo expedalive di esser corieri in loco di pri¬ mi vacanti""","Sanudo, Marino. I diarii di Marino Sanuto. Edited by Rinaldo Fulin, et al. Venice: F. Visentini, 1889.",
136,Pasinelo,,Pasinelo,,1526,1526,1526,Venetian Company of Couriers,Courier,,,,,1526,,,Veneto,Venice,"""Fu posto, per li Consieri, che atenlo Gotardo Brexan e Pasinelo corieri moriseno per slraco, per la Signoria nostra li fo concesso a Antonio fradello dii ditto Gotardo e Meiora fiol dii ditto Pasinelo expedalive di esser corieri in loco di pri¬ mi vacanti""","Sanudo, Marino. I diarii di Marino Sanuto. Edited by Rinaldo Fulin, et al. Venice: F. Visentini, 1889.",
137,Rosetto,Roseto,Rosetto,,,1526,1526,Venetian Company of Couriers,Courier,,,,,,,,Veneto,Venice,,"Sanudo, Marino. I diarii di Marino Sanuto. Edited by Rinaldo Fulin, et al. Venice: F. Visentini, 1889.",
138,Maddalena de Castronovo,Maddalena de Tassis,Castronovo,,,1527,1527,,,Wife of Simone Tassis,Spouse,Simone Tassis,1527,,,,Spain;Lombardy,Milan,,"Migliavacca, Giorgio, and Tarcisio Bottani. Simone Tasso e le poste di Milano nel Rinascimento. Bergamo, Italy: Museo dei Tasso e della Storia Postale and Corponove, 2007.",
139,Antonio Talagolla,Taragolla; Tagliola; Tajagola,Tagliagola,,,1516,1528,Venetian Company of Couriers in Rome,Courier;Maestro dei corrieri,,,,,1528,,,Veneto;Lazio,Venice;Rome,"Appears to have been discharged in 1528, see reference to ""Zuan fiol di Tajagola coriero"" returning from France in Sanudo, Marino. I diarii di Marino Sanuto. Edited by Rinaldo Fulin, et al. Venice: F. Visentini, 1889.",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 62"
140,Bartolomeo de Tassis,,Tassis,,,1525,1528,Venetian Company of Couriers,Courier,Son of Luigi Tassis,Child,Luigi Tassis,,,,,Veneto;Lombardy,Milan,,"Benavent, Júlia. “Lettere dei Tasso a Madrid: Biblioteca Nacional de España e Real Biblioteca.” In I Tasso e le poste d’Europa. Edited by Tarcisio Bottani, 237–244. Bergamo, Italy: Corponove, 2012.; Da Cornello all'Europa",
141,Viviamus de Bella-Vita,Vianus de Bellavilla,Bellavilla,,,1525,1528,Papal Cursores,Magister Cursorum,,,,,,,,Lazio,Rome,,"Bullarum Diplomatum et Privilegiorum Sanctorum Romanorum Pontificum, Taurinensis Editio",
142,Ioannem Cerrurier,,Cerrurier,,,1528,1528,Papal Cursores,Papal Cursor,,,,,,,,Lazio,Rome,,"Bullarum Diplomatum et Privilegiorum Sanctorum Romanorum Pontificum, Taurinensis Editio",
143,Jeronimo de Castelnovo,Gerolamo Castelnovo,Castelnovo,,,1528,1528,Venetian Company of Couriers in Rome,Courier;Maestro dei corrieri,,,,1528,,,,Veneto;Lazio,Venice;Rome,,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 62"
144,Jörg Paungartner,,Paungartner,,,1528,1528,Imperial Post in Venice,Courier,,,,,,,,Tyrol;Veneto,Venice,"""The mounted courier Jörg Paungartner, for example, came from at least three generations of Habsburg retainers. He described in his February 1528 petition for back-pay how, after several years
as courier for the Treasury Chancellery, he was seconded to Ferdinand’s orator in Venice, together with two horses. He transmitted dispatches ‘day and night’ between Venice and Innsbruck for more than a year, but complained
that his twenty-four crown-a-day diets comprehended only one horse, and at such a low rate that – given the high cost of stabling horses in Venice, not to mention lodgings, food and drink, and clothing himself ‘to the honor of Your Royal Majesty’ – he had fallen into deep debt (FHKA, NÖK3, fol.317; cf. Lutter, 1998, pp.104–123).","Williams, Megan. “The Perils of the Post Road: Diplomats, Diplomatic Couriers, and the Informational Fabric of Early Modern Europe.” In Information and Power in History: Towards a Global Approach. Edited by Ida Nijenhuis, M. van Faasen, Ronal Sluijter, Joris Gijsenbergh, and Wim de Jong, 105–121. Abingdon: Routledge, 2020.","FHKA, NÖK3, fol.317"
145,Pietro Andrea de Tassis,,Tassis,,1528,1528,1528,,,,,,,,,,Lazio,Rome,,"Tarcisio Bottani, Gianfranco Lazzarini, et al., Genealogia Tasso (Bergamo, Italy: Santini Pubblicità, July 2007), https://www.museodeitasso.com/export /sites/default/documenti/albero-genealogico-casato-tasso.pdf.",
146,Gabriele Tasso,,Tassis,,1529,1504,1529,Imperial Post of the Tyrol (Innsbruck),Postmaster,Father of Josef Tassis,Parent,Josef Tassis,1504,1520,1520,1530,Austria,Innsbruck,Father of Josef Tassis,"Tarcisio Bottani, Gianfranco Lazzarini, et al., Genealogia Tasso (Bergamo, Italy: Santini Pubblicità, July 2007), https://www.museodeitasso.com/export /sites/default/documenti/albero-genealogico-casato-tasso.pdf.; Dal Vera. I Tasso e le poste",
147,Elisabetta Tassis,,Tassis,,,1518,1529,,,"Daughter of Leonardo Tassis; Arranged to be maried to Antonio Fontana in will, but married Cristoforo Agazzi in 1529",Child,Leonardo Tassis,,,,,,,"Arranged to be maried to Antonio Fontana in will, but married Cristoforo Agazzi in 1529",,
148,Anton Flieger,,Flieger,,,1527,1529,Spanish Post of Milan,Deputized Postmaster,,,,1527,1529,,,Lombardy,Milan,Appointed when Simone Tasso on leave for health,"Migliavacca, Giorgio, and Tarcisio Bottani. Simone Tasso e le poste di Milano nel Rinascimento. Bergamo, Italy: Museo dei Tasso e della Storia Postale and Corponove, 2007.",
149,Bartolomeo Vitali,Bartholomeo Vitale,Tassis,,,1527,1529,Imperial Post of Milan,Deputized Postmaster,Nephew to Simone Tassis; Appointed when Simone Tasso on leave for health,Nephew,Simone Tassis,1527,1529,,,Lombardy,Milan,Nephew to Simone Tassis; Appointed when Simone Tasso on leave for health,"Migliavacca, Giorgio, and Tarcisio Bottani. Simone Tasso e le poste di Milano nel Rinascimento. Bergamo, Italy: Museo dei Tasso e della Storia Postale and Corponove, 2007.",
150,Donato Taxis,,Tassis,,,1527,1529,Ducal Post of Milan,Deputized Postmaster,,,,1527,1529,,,Lombardy,Milan,Appointed when Simone Tasso on leave for health,"Migliavacca, Giorgio, and Tarcisio Bottani. Simone Tasso e le poste di Milano nel Rinascimento. Bergamo, Italy: Museo dei Tasso e della Storia Postale and Corponove, 2007.",
151,Francesco de Cubillas,,Cubillas,,,1530,1530,Spanish Post of Spain (Seville),Postmaster,,,,,,,,Spain,Seville,,"Blat, Maria Antonia. “I fondi Tassis del’Archivio di Simancas.” In I Tasso e le poste pontificie, sec. XV–XVI, ed. Tarcisio Bottani, 247–254. Bergamo, Italy: Corponove, 2000.",
152,Pellegrino Tasso,"Only very briefly in charge in papacy of Adrian; ""Er wird bereits in den Jahren 1501 und 1502 im Postdienst genannt und hatte in den jahren 1522/23 fure Johann Baptista und Maffeo von Taxis en Postbetrieb in Rom gefuhrt"" (571); Succeeded by Giovan Antonio, see Dallmeiere “Der altere naturliche Sohn Johann Anton des Generalpostmeisters Johann Baptista folgte 1541 seinem Verwandten PElgerin de Tassis als kaiserliche Postmeister zu Rom” (28)",Tassis,,1530,1530,1530,Papal Post;Spanish Post in Rome;,Postmaster;Postmaster,,,,1522,1522,1530,1541(1545?),Lazio,Rome,"Only very briefly in charge in papacy of Adrian; ""Er wird bereits in den Jahren 1501 und 1502 im Postdienst genannt und hatte in den jahren 1522/23 fure Johann Baptista und Maffeo von Taxis en Postbetrieb in Rom gefuhrt"" (571); Could be Pellegrin mentioned in Sanudo, Marino. I diarii di Marino Sanuto. Edited by Rinaldo Fulin, et al. Venice: F. Visentini, 1889.: ""1522...Di Anglia, dil Surian orato nostro, di 11, fin 18 Fevrer. Et era venuto Pelegrin corier, qual ando a portar la letera di la Signoria al Papa nuovo et ave ducati 100, come ho scripto di sopra, (126)""","Rea, Fernando. Le poste a Bergamo. Bergamo, Italy: Società Editrice Bergamasca, 1976.; Beck, Wilhelm. “Ursprung und Ende der fremden Posten in Rom.” Archiv für das Post- und Fernmeldewesen, no. 1–7 (1959): 564–588.",
